WineName,WineryName,Description,Price,Capacity,Grape,Secondary Grape Varieties,Closure,Country,Unit,Characteristics,Per bottle / case / each,Type,ABV,Region,Style,Vintage,Appellation,Acidity
Bordeaux Supérieur,Château de la Cour d'Argent,"This family-owned Bordeaux winery knows that without good grapes, you don't get good wine. That's why they take great pains to make sure every vintage starts with perfectly ripe fruit, before harvesting begins. This is made mostly from Merlot, with a dash of Cabernet Franc and Cabernet Sauvignon, and aged in oak barrels for 14 months. Expect spicy, fruity aromas with hints of black pepper, blackberries and cinnamon. Try it now with grilled beef or cellar for another decade.",£13.99 per bottle,75CL,Merlot,"Cabernet Franc, Cabernet Sauvignon",Natural Cork,France,9.8,"Black Plum, Blackberry, Cedar, Earth",per bottle,Red,ABV 13.00%,Bordeaux,Savoury & Full Bodied,2014,Bordeaux Supérieur,High
Chardonnay,Cloudy Bay,"Cloudy Bay are one of New Zealand's most celebrated producers. They've been crafting world-class wines for almost 50 years – and while their famous Sauvignon often grabs the headlines, this elegant Chardonnay is deserving of equal attention. The grapes are handpicked from vineyards in Marlborough's sun-soaked Wairau Valley and cooler Southern Valleys, bringing plenty of flavour and freshness to your glass. Add barrel fermentation and 11 months of ageing, and you're in for a seriously lush, complex wine. Discover intense flavours of citrus, peach and apricot with savoury notes of toast and hay. Its rounded texture makes it incredibly food-friendly – enjoy yours with seafood, cheese, or any dish made with a creamy sauce.",£34.99 per bottle,75CL,Chardonnay,,Screwcap,New Zealand,10.1,"Vanilla, Green Apple, Lemon, Peach",per bottle,White,ABV 13.50%,Marlborough,Rich & Toasty,2021,,High
Pinot Noir,Cloudy Bay,"Cloudy Bay crafts some of New Zealand's finest wine. The cool-climate Marlborough is almost too generous to the demanding Pinot Noir grape. Here, the trailblazing winery has created this silk-smooth 92 Parker Point 2017 vintage that's loaded with raspberry, strawberry and cola. A deliciously sweet hint of spice lingers on the finish.",£39.99 per bottle,75CL,Pinot Noir,,Screwcap,New Zealand,10.5,"Sweet Spice, Black Cherry, Blackberry, Red Fruit",per bottle,Red,ABV 14.00%,Marlborough,Light & Elegant,2021,,High
Rioja Reserva,Imperial,"CVNE is unquestionably one of Rioja's finest producers. And this is one of the very best Rioja Reservas around. Interestingly, it's named 'Imperial' as it was initially exported to the UK in imperial-sized pint measures. It's made from some of their very best grapes, which are picked by hand, and aged in both French and American oak to create a truly sensuous experience. Expect aromas of vanilla, mulberry and spice, flavours of stewed blackcurrants and a long finish. Decant it for at least an hour before enjoying its fine tannins with lamb.  

In 2022, this wine won an IWC award for the 2017 vintage.",£24.99 per bottle,75CL,Tempranillo,"Mazuelo, Graciano, Grenache",Natural Cork,Spain,10.5,"Vanilla, Black Fruit, Dried Herbs, Red Fruit",per bottle,Red,ABV 14.00%,Rioja And Navarra,Savoury & Full Bodied,2018,Rioja,High
Chardonnay,Dog Point,"18 months in mainly old French oak barrels has formed this top quality Marlborough Chardonnay into a genuine rival to premier cru Burgundy. Straw coloured, with aromas of flint, grapefruit peel and ripe citrus fruits are framed by nutty mineral nuances in this wine. Seamlessly integrated oak leads into a wonderfully balanced Chardonnay with a concentrated and lively finish. Will reward careful cellaring of 3-5 years.",£31.99 per bottle,75CL,Chardonnay,,Screwcap,New Zealand,10.5,"Vanilla, Citrus Fruit, Grapefruit, Lime, Ripe Fruit",per bottle,White,ABV 14.00%,Marlborough,Ripe & Rounded,2020,,High
Chablis,Domaine L. Chatelain,"Domaine L. Chatelain have been family-run for generations. Based in the village of Fontenay, just north of the town of Chablis, their vines grow on the region's famous Kimméridgien soils – a mixture of chalky limestone and clay that dates back to the Jurassic period. It's these soils that give Chablis its signature flinty character, which certainly shines through in this elegant bottling. Crisp, aromatic and seriously refreshing, it's full of zingy citrus and green apple flavours. Its distinctive minerality makes it the perfect accompaniment to shellfish – especially oysters.",£21.99 per bottle,75CL,Chardonnay,,Natural Cork,France,9.8,"Wet Stones, Cream, Green Apple, Lemon",per bottle,White,ABV 13.00%,Burgundy,Fresh & Elegant ,2021,Chablis,High
Vosne-Romanée,Robert Sirugue,Vosne-Romanée is a region internationally renowned for its smooth and silky red Burgundy. This is made on three areas of the region specifically selected for their characteristic structure and elegance. Ripe red fruit and spices are the main notes in this excellent Pinot Noir. It will develop aromas of forest floor and leather as it ages over ten years. Divine at 14-16 degrees with roasted lamb.,£84.99 per bottle,75CL,Pinot Noir,,Natural Cork,France,10.5,"Strawberry, Dried Herbs, Raspberry, Savoury",per bottle,Red,ABV 14.00%,,Light & Elegant,2020,Vosne-Romaneé,High
Châteauneuf-du-Pape,E. Guigal,"The Guigal family may have made their name with iconic Côte-Rôtie. But they also produce fantastic Châteauneuf-du-Pape from 45-year-old vines. And the critics can't get enough of it. This is a full-bodied, velvety and powerful wine, with notes of red fruits, plum, hazelnut and spice. Decant for an hour before serving at 16-18 degrees with cheese or cellar for up to 15 years.",£42.99 per bottle,75CL,Grenache,Syrah,Natural Cork,France,11.3,"Spice, Black Plum, Blackberry, Earth, Raspberry",per bottle,Red,ABV 15.00%,Rhône,Bold & Spicy,2018,Châteauneuf-Du-Pape,Medium
Gigondas,E. Guigal,"Gigondas is where you'll fine Châteauneuf-du-Pape-esque reds at great value, and E. Guigal is one of the finest producers in the Rhône Valley. Here, it presses Grenache, Syrah and Mourvèdre grapes and ages the wine for two years in oak. The result is full-bodied and intense, with powerful hints of red fruit, liquorice and oak and supple tannins. Jeb Dunnuck gave the 2016 vintage 93-95 points.",£23.99 per bottle,75CL,Grenache,Syrah,Natural Cork,France,11.3,"White Pepper, Black Plum, Blackberry, Earth, Raspberry, Spice",per bottle,Red,ABV 15.00%,Rhône,Bold & Spicy,2020,Gigondas,High
Wild Ferment Chardonnay,Errazuriz,"With grapes taken from 'La Escultura Estate,' where cool sea breezes help preserve the freshness in the grapes. Naturally occurring yeast in the grape skins are used instead of cultivated yeasts, along with subtle use of 10% French oak. This wine is unbelievably well balanced, with subtle tropical stone fruit in the form of apricot and peach mingling with subtle oak characters and a rich creaminess. Enjoy this wine over the next two years to allow further integration of oak and fruit, and enjoy with roast chicken and seafood dishes.",£13.99 per bottle,75CL,Chardonnay,,Screwcap,Chile,9.8,"Vanilla, Lemon, Peach, Tropical Fruit",per bottle,White,ABV 13.00%,Aconcagua,Rich & Toasty,2021,Casablanca Valley,High
Clos d'Ora,Gérard Bertrand,"Gérard Bertrand is a former professional rugby union player who played for the French national team. After he retired, he became one of the most recognisable names in Languedoc winemaking. This is his flagship wine that's made in one of the region's very best spots with organic and biodynamic practices. You'll find it on the wine lists of some of the world's most exclusive restaurants. For good reason. It's robust and powerful yet remarkably elegant, with flavours of red cherries, dark chocolate and tobacco. Decant for an hour before serving now or age for up to 20 years. Decanter's Georgina Hindle gave this 2017 vintage 94 points.",£188.99 per bottle,75CL,Syrah,"Carignan, Grenache, Mourvèdre",Natural Cork,France,11.6,"Black Fruit, Dried Herbs, Earth, Liquorice, Spice",per bottle,Red,ABV 15.50%,Languedoc-Roussillon,Bold & Spicy,2017,Minervois,High
Clos du Temple,Gérard Bertrand,"Gérard Bertrand was a professional rugby player who, later in life, took over the family winemaking estate. He now manages several sites around the South of France, and Clos du Temple is producing some of his finest rosé. The vines on this 8-hectare spot are farmed with biodynamic, organic methods to let the purity of the fruit shine through. The grapes are picked just as the sun rises over the estate to further preserve this fresh flavour. The result is a layered and long-lasting rosé with aromas of ripe apricot, white peach and pink pepper, and a signature minerality. Enjoy with baked salmon or cellar for another 10 to 15 years.",£188.99 per bottle,75CL,Cinsault,"Grenache, Mourvèdre, Syrah, Viognier",Natural Cork,France,10.9,"Raspberry, Strawberry, Watermelon",per bottle,Rosé,ABV 14.50%,Languedoc-Roussillon,Delicate & Dry,2019,,High
Shiraz,Grant Burge,"A deep, intense Shiraz from Grant Burge, this will show you the perfumes and powerful flavours that only come from the Filsell vineyard. It's the best of the Barossa, and will make the perfect partner to a premium cut of well aged beef.

In 2022, this wine won an IWC award for the 2018 vintage.",£29.99 per bottle,75CL,Shiraz,,Screwcap,Australia,10.9,"Liquorice, Black Pepper, Black Plum, Blackberry, Earth",per bottle,Red,ABV 14.50%,South Australia,Bold & Spicy,2019,Barossa Valley,High
Guidalberto,Tenuta San Guido,"This wine is a blend of Cabernet Sauvignon and Merlot, and is the 'little brother' to the winery's celebrated Sassicaia, from three vineyard sites surrounding Bolgheri. The varieties are vinified separately before blending and maturation in French and American oak. The wine has an intense violet colour and a soft and rounded fruit profile, and can be enjoyed immediately or over the next 3-4 years.",£49.99 per bottle,75CL,Cabernet Sauvignon,Merlot,Natural Cork,Italy,10.5,"Vanilla, Black Plum, Blackberry, Earth, Leather, Smoke",per bottle,Red,ABV 14.00%,Tuscany,Savoury & Full Bodied,2020,Bolgheri,Medium
Vintage Widow Pinot Noir,Jackson Estate,,£22.99 per bottle,75CL,Pinot Noir,,Screwcap,New Zealand,10.1,"Spice, Black Cherry, Black Plum, Earth",per bottle,Red,ABV 13.50%,Marlborough,Light & Elegant,2016,,High
Puligny-Montrachet,Jean-Louis Chavy,"The Chavy family have been in Puligny-Montrachet for almost 200 years. When their father, Gerard, passed on the vineyards, Alain and Jean-Louis split their inheritance in two. They've both very quickly carved their own way in this prestigious region, and Jean-Louis' style is a restrained use of oak and old vines – two techniques that let the natural flavours of the grapes shine. Expect flavours of white peach and citrus with hints of nuts and baked bread. It has a signature Puligny minerality which goes very well with shellfish.",£64.99 per bottle,75CL,Chardonnay,,Natural Cork,France,10.1,"Stone Fruit, Bread, Butter, Cream, Floral, Hazelnut, Honey",per bottle,White,ABV 13.50%,Burgundy,Rich & Toasty,2020,Puligny-Montrachet,Medium
Riesling Kabinett,Kendermanns,This vintage was actually rather good for Riesling as the golden autumn with warm day-time temperatures and cool nights allowed excellent flavour ripening whilst still retaining crisp acidity. This Riesling Kabinett has only 8.5% abv and is delightfully fragrant with aromas of vineyard peach with a touch of apple and grapefruit. On the palate it is off-dry to taste with a crisp and refreshing lick of acidity An enjoyable compliment to Thai green curry or any dishes containing a hit of spice.,£9.99 per bottle,75CL,Riesling,,Screwcap,Germany,6.4,"Peach, Grapefruit, Green Apple",per bottle,White,ABV 8.50%,Germany,Fresh & Elegant ,2021,Rheinhessen,High
Brunello di Montalcino,La Serena,"The La Serena estate is just nine hectares. But what you'll find there is excellent an organic  Brunello. It's soft and balanced, with flavours of black fruit and spice. Decant for an hour and serve at room temperature with a roast leg of lamb. Drink now.",£44.99 per bottle,75CL,Sangiovese,,Natural Cork,Italy,10.9,"Vanilla, Earth, Leather, Red Cherry, Red Fruit, Tobacco",per bottle,Red,ABV 14.50%,Tuscany,Savoury & Full Bodied,2017,Brunello Di Montalcino,High
Langhe Nebbiolo,De Forville,The De Forville domaine covers ten hectares over two Piedmont villages and their production is now almost entirely bottled on the estate. Nebbiolo is a Piedmont stalwart and most famous for its role in Barolo. A Nebbiolo with striking ruby colour and a nose that displays bright red fruits with hints of spice. This complexity is carried onto the palate with racy acidity and oak bringing freshness and structure. The soft tannins make this wine a viable option to open now. Give it time in the decanter and serve with fatty meats or creamy cheese.,£13.99 per bottle,75CL,Nebbiolo,,Natural Cork,Italy,10.5,"Spice, Earth, Red Fruit",per bottle,Red,ABV 14.00%,Piedmont,Light & Elegant,2021,,High
Mâcon,Louis Jadot,"The gentle, rolling hills of the Mâconnais region in the south of Burgundy makes fresh and fruity wines accessible in their youth. This wine is sourced from several vineyard sites to create a light and supple blend of around 80% Gamay and 20% Pinot Noir. An enticing nose showing subtle hints of redcurrant and raspberry, with a fruity, well-balanced palate and a fresh finish. Best consumed while fresh and young, making the perfect red for white meat.",£16.99 per bottle,75CL,Gamay,Pinot Noir,Natural Cork,France,9.8,"Raspberry, Red Fruit, Strawberry",per bottle,Red,ABV 13.00%,Burgundy,Light & Elegant,2021,Macon,High
Rubicon,Meerlust,"The Rubicon is a South African classic. It's made by the Meerlust estate, which has been in the Myburgh family since 1756. And it paved the way for the country's Bordeaux blends that are rightfully celebrated today. This has notes of black fruit, cedar, tobacco leaf and spice. Decant for an hour and serve at room temperature with roast lamb.",£39.99 per bottle,75CL,Cabernet Sauvignon,,Natural Cork,South Africa,10.5,"Black Fruit, Black Plum, Blackberry, Blackcurrant, Chocolate, Red Cherry, Red Fruit, Tobacco, Vanilla",per bottle,Red,ABV 14.00%,Stellenbosch,Savoury & Full Bodied,2020,,High
Montepulciano d'Abruzzo,Masciarelli,"Abruzzo has seriously strict rules. And you can really taste the quality in this. It's a step up from other Montepulciano, boasing notes of ripe cherries, sweet spices and an alluring hint of smoke. It's comfort food in a bottle.",£12.99 per bottle,75CL,Montepulciano,,Natural Cork,Italy,10.1,"Vanilla, Raspberry, Red Cherry, Strawberry",per bottle,Red,ABV 13.50%,Abruzzo,Soft & Fruity,2021,,High
Purple Angel,Montes,"Montes was founded in 1987 by winemaker Aurelio Montes and Douglas Murray. Their vision was to produce Chilean wines of premium quality. They've continued to raise the bar for the country ever since. And the Purple Angel is one of the most sought-after Carménères in the world. Expect complex aromas of ripe and dried dark fruit, along with toast and vanilla from oak-ageing. Decant for an hour before serving at 17-19 degrees.",£85.00 per bottle,75CL,Carménère,Petit Verdot,Natural Cork,Chile,11.3,"Vanilla, Black Cherry, Black Pepper, Black Plum, Blackberry, Blackcurrant, Blueberry, Chocolate, Leather, Tobacco",per bottle,Red,ABV 15.00%,Central Valley,Bold & Spicy,2020,Colchagua Valley,High
Sauvignon Blanc,Mud House,"If you're a fan of Marlborough Sauvignon, you've probably tried Mud House's before. This is it taken up to a whole new level. It's made from grapes from a single vineyard, The Woolshed, in Wairau Valley, where the flavour is even more aromatic than usual. It has ripe notes of tropical fruit, blackcurrant, lime and zesty grapefruit. Try it with seared scallops and lemon-butter sauce.",£17.99 per bottle,75CL,Sauvignon Blanc,,Screwcap,New Zealand,9.8,"Grass, Green Apple, Lemon, Tropical Fruit",per bottle,White,ABV 13.00%,Marlborough,Crisp & Zesty,2021,,High
Abstract,Orin Swift,"Dave Phinney went to Florence, Italy, for a semester abroad and fell in love with wine. After he graduated, he moved to Napa Valley, sent his CV to 50 wineries, and just one replied - Robert Mondavi. After a year there, he went it alone at with Orin Swift. Today begins with 100 different wines before selecting the perfect blend for the Abstract. This is a ripe and intense, with notes of black fruit, raspberry and liquorice. Decant for an hour before serving at 16-18 degrees.",£44.99 per bottle,75CL,Grenache,"Syrah, Petite Sirah",Natural Cork,USA,12,"Spice, Black Pepper, Cranberry, Raspberry, Red Fruit, Red Plum",per bottle,Red,ABV 16.00%,California,Bold & Spicy,2021,,High
Le Serre Nuove,Ornellaia,"You'll find Ornellaia in one of the world's most exciting wine regions, Bolgheri. They create one of Italy's most in demand wines. This, their second wine, is made on the same estate, with the same attention to detail, and exactly the same practices, but from slightly younger vines. It's your chance to taste their excellence at a reasonable price. A true Super Tuscan. It's a blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot with depths of flavour and excellent ageing potential.",£59.99 per bottle,75CL,Merlot,"Petit Verdot, Cabernet Franc, Cabernet Sauvignon",Natural Cork,Italy,10.9,"Vanilla, Chocolate, Red Fruit, Tobacco",per bottle,Red,ABV 14.50%,Tuscany,Savoury & Full Bodied,2020,Bolgheri,High
Chardonnay,Oyster Bay,"Oyster Bay is Marlborough's, if not New Zealand's, most iconic producer. Their Sauvignon is an enduring favourite, and this fresh and elegant Chardonnay is deserving of equal recognition. Marlborough's cool climate and ancient alluvial soils provide the perfect conditions for fruity, aromatic Chardonnay, resulting in unrivalled intensity and purity of flavour. Part oak-aged, this is full of creamy lemon and peach notes, making it an ideal aperitif – and a delicious match for buttery fish dishes.",£12.49 per bottle,75CL,Chardonnay,,Screwcap,New Zealand,9.8,"Vanilla, Almond, Citrus Fruit, Lemon, Peach, Stone Fruit",per bottle,White,ABV 13.00%,Marlborough,Rich & Toasty,2021,,High
Barbaresco,Pio Cesare,"The Pio Cesare winery has gained fame around the world since it began in 1881. Today, their exceptional wines are found in high-class restaurants and hotels around the world. Their Barbaresco is subtle and silky, with notes of wild berries, white liquorice and a hint of oak. Decant for at least an hour before serving at room temperature with steak tartare.",£52.99 per bottle,75CL,Nebbiolo,,Natural Cork,Italy,10.9,"Violet, Herbaceous, Red Fruit",per bottle,Red,ABV 14.50%,Piedmont,Light & Elegant,2018,Barbaresco,High
Chardonnay,Planeta,"Planeta began with a dream to put Sicily on the world map. But how do you convince the naysayers? You speak their language - Chardonnay. This is now a Sicilian icon that's enjoyed the world over. So it's fair to say they nailed the brief. It's rich and creamy, with notes of yellow peach, honey, toast and marzipan. Fantastic lightly chilled with turkey.",£32.99 per bottle,75CL,Chardonnay,,Natural Cork,Italy,10.5,"Vanilla, Apricot, Butter, Hazelnut, Peach",per bottle,White,ABV 14.00%,Sicily,Rich & Toasty,2021,,High
Cometa,Planeta,"Planta is one of Sicily's great wineries. It played a large part in boosting the region's reputation for fine wines. And this one is particularly interesting. The winemaking team first began experimenting with Fiano in the 1990s and, after much deliberation, created their finest expression of the grape: Cometa. It's complex and intense, with aromas of chamomile, thyme and mango, flavours of apricot, almond and basil and a long finish. Try it with grilled snapper.",£30.99 per bottle,75CL,Fiano,,Natural Cork,Italy,10.5,"Peach, Apricot, Citrus Fruit, Cream",per bottle,White,ABV 14.00%,Sicily,Aromatic & Floral,2021,,High
Puligny-Montrachet,Doudet Naudin,"Founded in 1849, Doudet Naudin is one of the most respected wineries in Burgundy. Made from old vines, from hand-picked grapes, and aged in vanilla-imparting oak for a year, its Puligny-Montrachet is a creamy cocktail of almond, honeysuckle and exotic fruits.",£69.99 per bottle,75CL,Chardonnay,,Natural Cork,France,10.1,"Stone Fruit, Bread, Butter, Cream, Floral, Hazelnut, Honey",per bottle,White,ABV 13.50%,Burgundy,Rich & Toasty,2020,Puligny-Montrachet,Medium
Barbaresco Riserva,Roberto Sarotto,"Barbaresco is the less tannic sibling of Barolo. The wine here is also made from the Nebbiolo grape, but typically aged for a shorter period. The pioneering family behind Roberto Sarotto make it on a single vineyard called Currà. It's complex, refined and smooth, with hints of roses, violet, plum, liquorice and chocolate. It was aged for two and a half years, so it's a harmonious wine that compliments red meats excellently.",£32.99 per bottle,75CL,Nebbiolo,,Natural Cork,Italy,11.3,"Violet, Herbaceous, Red Fruit",per bottle,Red,ABV 15.00%,Piedmont,Light & Elegant,2017,Barbaresco,High
Peter Barlow,Rustenberg,"Peter Barlow was a driving force in South Africa's wine industry, bringing the celebrated Rustenberg estate to greatness after purchasing it in the 1940s. The Barlow family continue to run things today, staying true to Peter's traditional methods. This powerful Cabernet Sauvignon is made from grapes hand-picked from a single vineyard and aged for a luxurious 20 months – fitting given who it's dedicated to. Patient drinkers will be able to age this for 10-15 years, but open now to enjoy concentrated flavours of cassis, black cherries and herbs. Try with a grilled steak. In 2022, this wine won an IWC award for the 2019 vintage.",£37.99 per bottle,75CL,Cabernet Sauvignon,,Natural Cork,South Africa,10.9,"Black Cherry, Blackcurrant, Herbaceous, Spice",per bottle,Red,ABV 14.50%,Stellenbosch,Savoury & Full Bodied,2017,,High
John X Merriman,Rustenberg,"Murray Barlow's wines have won heaps of critical praise. He's the only winemaker to twice win Young Winemaker of the Year at South Africa's biggest wine awards event, Diners Club. This wine commemorates John Xavier Merriman, the last prime minister of The Cape, and it's surely a fitting tribute. Expect aromas of mint, black fruits, spice and cigar box. This wine suits robust meat dishes, especially roast beef.

In 2022, this wine won an IWC award for the 2020 vintage.",£18.99 per bottle,75CL,Cabernet Sauvignon,"Petit Verdot, Malbec, Merlot",Screwcap,South Africa,10.9,"Tobacco, Black Plum, Blackberry, Blackcurrant, Leather",per bottle,Red,ABV 14.50%,Stellenbosch,Savoury & Full Bodied,2020,,High
Saint-Véran,Vignerons des Grandes Vignes,"Saint-Véran is in the southern part of Burgundy overlapping the Mâconnais and Beaujolais districts. This wine is produced by an outstanding co-operative. This is a lively wine showing delicious aromas of peach and acacia blossom. Fantastic when young, it has the potential to develop a more honeyed, complex palate with age. This delicate and elegant wine would be a great match with seared scallops or mushroom ravioli.",£17.99 per bottle,75CL,Chardonnay,,Screwcap,France,9.8,"Peach, Apricot, Lemon",per bottle,White,ABV 13.00%,Burgundy,Ripe & Rounded,2021,Saint-Véran,Medium
Marsanne,Tahbilk,"Tahbilk is the oldest family-owned winery in Victoria, but they're still very much leaders of their region. They were named 2016 Winery of the Year by James Halliday, Australia's leading wine critic. The winery is now in the hands of the fifth-generation of the Purbrick family and holds carbon-neutral status. This Marsanne boasts mineral hints of grapefruit, citrus and Granny Smith apple. If you can wait, it'll gain a honeyed complexity over the next decade. Divine with smoked cheeses.",£13.99 per bottle,75CL,Marsanne,,Screwcap,Australia,9.8,"Wet Stones, Citrus Fruit, Grapefruit, Green Apple, Herbal",per bottle,White,ABV 13.00%,Victoria,Fresh & Elegant ,2022,,High
Estate Pinot Noir,Ten Minutes by Tractor,"This is a complex, silky red from one of Australia's finest Pinot Noir regions, Mornington Peninsula. This cool-climate region is a go-to for those in the know. And it really shows in Ten Minutes by Tractor's Estate Pinot Noir. Expect elegant notes of red fruit and a savoury complexity. Excellent with roast chicken.",£45.99 per bottle,75CL,Pinot Noir,,Screwcap,Australia,10.5,"Smoke, Black Cherry, Black Fruit, Blackberry, Raspberry, Red Cherry, Red Fruit, Savoury",per bottle,Red,ABV 14.00%,Victoria,Light & Elegant,2020,Mornington Peninsula,High
Pinot Noir,The Ned,"Marlborough Pinot Noir is a bit of an unsung gem. It's often overshadowed by its regional sister, Sauvignon Blanc – but we think it's fantastic if you love deeply fruity, silky reds. This is from the Southern Valleys, the prime spot for pernickety Pinot Noir which needs very specific soil and climate conditions to thrive. The grapes ripen slowly, developing really concentrated, berry-fruit flavours which are a trademark of the Marlborough style. Added to which, Brent Marris is the master of Marlborough – he knows how to get the very best out of his grapes in these famous valleys. It's a real corker of the wine. Ripe. Juicy. Fruity. It's full of raspberry, strawberry and red plum flavours, with a nicely savoury quality and silky texture. Perfect with slow-cooked beef ragu.

In 2022, this wine won an IWC award for the 2020 vintage.",£14.99 per bottle,75CL,Pinot Noir,,Screwcap,New Zealand,10.5,"Sweet Spice, Black Cherry, Blackberry, Raspberry, Red Cherry, Red Fruit, Red Plum, Smoke, Strawberry",per bottle,Red,ABV 14.00%,Marlborough,Light & Elegant,2020,Southern Valleys,High
The Struie,Torbreck,"Torbreck is one of the most celebrated producers in Barossa, the New World's full-bodied-Shiraz nirvana. Adding a dash of Eden Valley fruit to the mix, ageing the wine for 18 months in oak, it's created this heady assemblage of bluebearry, cream and spice with a long, velvet smooth finish. This vintage scored 94 Parker Points.",£49.99 per bottle,75CL,Shiraz,,Natural Cork,Australia,11.3,"Smoke, Black Cherry, Black Pepper, Black Plum, Blackberry, Chocolate, Earth, Eucalyptus, Liquorice, Mint",per bottle,Red,ABV 15.00%,South Australia,Bold & Spicy,2021,Barossa Valley,High
Ares,Two Hands,"Deep garnet-purple in color and intensely scented of blackberries and black plums with nuances of cedar, black pepper, Indian spices and loam, the medium to full-bodied Ares Shiraz has a solid core of youthful black fruit and exotic spice flavors with the oak standing out a little as do the firm, grainy tannins at this stage. It finishes with great length.",£89.99 per bottle,75CL,Shiraz,,Natural Cork,Australia,10.9,"Black Fruit, Black Pepper, Black Plum, Blackberry, Blackcurrant, Blueberry, Chocolate, Sweet Spice, Tobacco, Vanilla",per bottle,Red,ABV 14.50%,South Australia,Bold & Spicy,2018,Barossa Valley,High
Sauvignon Blanc,Vavasour,"Vavasour won 'Best in Show' at the Decanter World Wine Awards with another Sauvignon Blanc - and the Papa is its best work. Taken from a single vineyard, it's a rich tapestry of white peach, blackcurrant leaf, crushed herbs and sea air that's lined by a crystalline minerality. This is first-class Marlborough Sauvignon Blanc.",£19.99 per bottle,75CL,Sauvignon Blanc,,Screwcap,New Zealand,10.1,"Tropical Fruit, Grass, Green Apple, Green Bell Pepper, Lemon",per bottle,White,ABV 13.50%,Marlborough,Crisp & Zesty,2020,,High
Cellar Selection Pinot Noir,Villa Maria,"This wine is made by blending grapes of selected vineyards in the Awatere and Wairau Valleys of Marlborough. The vineyards are managed to the highest standard to ensure quality. It is medium bodied with beautifully poised red fruit and very well integrated oak flavours. The crisp acidity and fine grained tannins provide a delightfully clean long finish of considerable finesse. Serve with rabbit, veal or duck.

In 2022, this wine won an IWC award for the 2020 vintage.",£16.99 per bottle,75CL,Pinot Noir,,Screwcap,New Zealand,10.1,"Sweet Spice, Black Cherry, Blackberry, Red Fruit",per bottle,Red,ABV 13.50%,Marlborough,Light & Elegant,2021,,High
Grüner Veltliner,Winzer Krems,"Crisp, refreshing and the perfect accompaniment to Weiner Schnitzel this fine Gruner abounds in flavours of peach and citrus and finishes with notes of minerals and pepper.",£11.99 per bottle,75CL,Gruner Veltliner,,Screwcap,Austria,9.8,"White Pepper, Citrus Fruit, Peach",per bottle,White,ABV 13.00%,Austria,Fresh & Elegant ,2022,,High
Malbec,Marcelo Pelleriti,"Marcelo Pelleriti was the first Argentinian winemaker to receive 100 points from legendary wine critic Robert Parker when he worked at Château La Violette in Pomerol. He has since brought his talent back to Mendoza, where he made this stunning Malbec exclusively for Majestic customers. It's rich and intense with plum, dried fruit and spicy oak notes, all balanced by fresh acidity on the long finish. Partner with slow-roasted pork.",£12.99 per bottle,75CL,Malbec,,Natural Cork,Argentina,10.5,"Violet, Black Fruit, Red Fruit, Ripe Fruit",per bottle,Red,ABV 14.00%,Mendoza,Soft & Fruity,2021,Uco Valley,High
Chardonnay,Montes,"The grapes use to produce this wine come from the cool climate Casablanca Valley which produces low yields of exceptionally healthy grapes with an abundance of fruit flavours.  Malolactic fermentation adds and oak ageing adds buttery complexity. Fresh citrus flavours are augmented by a hint of asparagus typical of the Casablanca Valley are layered over toast, butter and vanilla notes. This will be a fine accompaniment for a roast chicken.",£12.99 per bottle,75CL,Chardonnay,,Screwcap,Chile,10.9,"Vanilla, Lemon, Peach",per bottle,White,ABV 14.50%,Aconcagua,Rich & Toasty,2021,Casablanca Valley,High
Sauvignon Blanc,Yealands,"Yealands was the first winery in the world to hold carbon-zero certification as soon as it began. With Natalie Christensen as head winemaker (one of the World's Most Influential Women in Wine in 2018) it's won an impressive array of awards with this Sauvignon Blanc in just eight years. Expect lively notes of gooseberry, blackcurrant leaf and fresh herbs. Try this with a light salad and poached salmon.",£11.99 per bottle,75CL,Sauvignon Blanc,,Screwcap,New Zealand,9.8,"Tropical Fruit, Grass, Green Apple, Green Bell Pepper, Lemon",per bottle,White,ABV 13.00%,Marlborough,Crisp & Zesty,2022,Awatere Valley,High
Cabernet Sauvignon,Chateau Ste. Michelle,"Chateau Ste. Michelle is Washington's oldest and most respected winery. It's been named Winery of the Year no less than 22 times by Wine and Spirits magazine. This is a great alternative to Napa Cabernet at a lower price. Cabernet thrives in Washington State, and you'll taste the benefits in these complex notes of blackcurrant and plum. Try it with steak.",£16.99 per bottle,75CL,Cabernet Sauvignon,,Natural Cork,USA,10.5,"Vanilla, Black Plum, Blackberry, Blackcurrant, Cedar",per bottle,Red,ABV 14.00%,Washington State,Savoury & Full Bodied,2019,Columbia Valley,High
Pouilly-Fuissé,Domaine Trouillet,"The Pouilly-Fuissé appellation neighbours Saint-Véran in the southern Mâconnais and it's home to some of Burgundy's richest, ripest white wines. The multi-award-winning Domaine Trouillet have been established here for over a hundred years. Still family run today, it's currently managed by fourth-generation winemaker, William. The estate's vines average between 40 and 50 years old, and along with strict low yields, plus three generations of expertise behind him, he crafts this complex, elegant Chardonnay. Expect full and fresh flavours of citrus, peach, brioche and honey. Its richness will marry perfectly with creamy dishes, like tarragon chicken or fish pie.",£29.99 per bottle,75CL,Chardonnay,,Natural Cork,France,10.1,"Vanilla, Apricot, Butter, Cream, Floral, Honey, Lemon, Peach",per bottle,White,ABV 13.50%,Burgundy,Ripe & Rounded,2021,Pouilly-Fuissé,Medium
